Name,MBTI,Job
새옴 ,ESFP,스트리머
세아스토리 ,ESFP,스트리머
야식이 ,ESFP,스트리머
영국남자 ,ESFP,스트리머
임아니 ,ESFP,스트리머
윰댕 ,ESFP,스트리머
이초홍 ,ESFP,스트리머
진자림 ,ESFP,스트리머
학생서씨 ,ESFP,스트리머
왕쥬 ,ESFP,스트리머
혜로로 ,ESFP,스트리머
만수르 빈 자이드 알나얀 ,ENTJ,정치인
오세훈 ,ENTJ,정치인
김진태 ,ENTJ,정치인
이광재 ,ENTJ,정치인
스티브 잡스 ,ENTJ,기업인
셰릴 샌드버그 ,ENTJ,기업인
이승건 ,ENTJ,기업인
백종원 ,ENTJ,기업인
소형준 ,ENTJ,체육인
전준우 ,ENTJ,체육인
차준환 ,ENTJ,체육인
고은성 ,ENTJ,연예인
곽동연 ,ENTJ,연예인
문가영 ,ENTJ,연예인
이호정 ,ENTJ,연예인
강석화 ,ENTJ,연예인
김병관 ,ENTJ,연예인
도영(TREASURE) ,ENTJ,연예인
서현(소녀시대) ,ENTJ,연예인
디오 ,ENTJ,연예인
라이머 ,ENTJ,연예인
민지(NewJeans) ,ENTJ,연예인
보미(걸크러쉬) ,ENTJ,연예인
붐 ,ENTJ,연예인
비토 ,ENTJ,연예인
서영택 ,ENTJ,연예인
시원 ,ENTJ,연예인
마크툽 ,ENTJ,연예인
시현(첫사랑) ,ENTJ,연예인
아샤 ,ENTJ,연예인
윙 ,ENTJ,연예인
오스틴킴 ,ENTJ,연예인
오준석 ,ENTJ,연예인
윤종우(ONE PACT),ENTJ,연예인
용승 ,ENTJ,연예인
이재경 ,ENTJ,연예인
이특 ,ENTJ,연예인
주학년 ,ENTJ,연예인
지코 ,ENTJ,연예인
지훈 ,ENTJ,연예인
키(SHINee) ,ENTJ,연예인
한유미 ,ENTJ,연예인
허클베리피 ,ENTJ,연예인
희진 ,ENTJ,연예인
홍석 ,ENTJ,연예인
성호 ,ENTJ,연예인
이주택 ,ENTJ,스트리머
고차비 ,ENTJ,스트리머
기우쌤 ,ENTJ,스트리머
나르시 ,ENTJ,스트리머
디투몬스타 ,ENTJ,스트리머
승우아빠 ,ENTJ,스트리머
에이전트 H ,ENTJ,스트리머
오조(유튜버) ,ENTJ,스트리머
이낙준 ,ENTJ,스트리머
이녕 ,ENTJ,스트리머
이윤검 ,ENTJ,스트리머
쫀득 ,ENTJ,스트리머
최고기 ,ENTJ,스트리머
박태준(만화가) ,ENTJ,스트리머
이지영 ,ENTJ,학원강사
현우진 ,ENTJ,학원강사
강재준 ,ENTP,연예인
권민아 ,ENTP,연예인
김대호(e스포츠) ,ENTP,연예인
김도아 ,ENTP,연예인
김동완(신화) ,ENTP,연예인
김수찬 ,ENTP,연예인
김희선 ,ENTP,연예인
라미란 ,ENTP,연예인
루트(댄서) ,ENTP,연예인
리정 ,ENTP,연예인
마츠모토 히토시 ,ENTP,연예인
민기(ATEEZ) ,ENTP,연예인
민혁(몬스타엑스) ,ENTP,연예인
박경 ,ENTP,연예인
박규정 ,ENTP,연예인
박하유찬 ,ENTP,연예인
선우(더보이즈) ,ENTP,연예인
설리(1994) ,ENTP,연예인
손승연 ,ENTP,연예인
알렉스(2004) ,ENTP,연예인
예찬(xikers) ,ENTP,연예인
영탁 ,ENTP,연예인
오오타 히카리 ,ENTP,연예인
유정(브브걸) ,ENTP,연예인
육성재 ,ENTP,연예인
윤산하 ,ENTP,연예인
이규형 ,ENTP,연예인
이용신 ,ENTP,연예인
이의리 ,ENTP,연예인
이제훈 ,ENTP,연예인
이진욱 ,ENTP,연예인
장항준 ,ENTP,연예인
쟈니 ,ENTP,연예인
재효 ,ENTP,연예인
정준영 ,ENTP,연예인
제시 ,ENTP,연예인
주연 ,ENTP,연예인
지민(CLASS:y) ,ENTP,연예인
차다영 ,ENTP,연예인
퀸 와사비 ,ENTP,연예인
태용 ,ENTP,연예인
하진 ,ENTP,연예인
한예슬 ,ENTP,연예인
한요한 ,ENTP,연예인
핫펠트 ,ENTP,연예인
허니제이 ,ENTP,연예인
홍승안 ,ENTP,연예인
혜린 ,ENTP,연예인
Young K ,ENTP,연예인
Zion.T ,ENTP,연예인
강학두 ,ENTP,스트리머
김명철(수의사) ,ENTP,스트리머
김은택 ,ENTP,스트리머
고세구 ,ENTP,스트리머
나르 ,ENTP,스트리머
냐코 ,ENTP,스트리머
덕자 ,ENTP,스트리머
디바제시카,ENTP,스트리머
랄랄 ,ENTP,스트리머
랜딩 ,ENTP,스트리머
미미(인터넷 방송인) ,ENTP,스트리머
박가린※ ,ENTP,스트리머
박은혁※ ,ENTP,스트리머
싱호 ,ENTP,스트리머
우창윤 ,ENTP,스트리머
오킹 ,ENTP,스트리머
잇섭 ,ENTP,스트리머
재민TV ,ENTP,스트리머
지누 ,ENTP,스트리머
진돌 ,ENTP,스트리머
철면수심 ,ENTP,스트리머
한으뜸(흔한남매) ,ENTP,스트리머
허팝,ENTP,스트리머
윤석열 ,ENFJ,정치인
유기홍 ,ENFJ,정치인
유승민 ,ENFJ,정치인
박용진(정치인) ,ENFJ,정치인
이언주 ,ENFJ,정치인
박성훈 ,ENFJ,정치인
박인영 ,ENFJ,정치인
최강욱 ,ENFJ,정치인
최유나(변호사) ,ENFJ,법조인
김대유 ,ENFJ,체육인
김동현 ,ENFJ,체육인
김연경 ,ENFJ,체육인
김원중 ,ENFJ,체육인
최지만 ,ENFJ,체육인
허구연 ,ENFJ,체육인
강다니엘 ,ENFJ,연예인
권서경 ,ENFJ,연예인
공명 ,ENFJ,연예인
기욱 ,ENFJ,연예인
김남길 ,ENFJ,연예인
김민서(DRIPPIN) ,ENFJ,연예인
김바울 ,ENFJ,연예인
김재현 ,ENFJ,연예인
김준서 ,ENFJ,연예인
김태균 ,ENFJ,연예인
나카지마 소타 ,ENFJ,연예인
디노 ,ENFJ,연예인
리아 ,ENFJ,연예인
마크 테토 ,ENFJ,연예인
문정희 ,ENFJ,연예인
민규 ,ENFJ,연예인
민니((여자)아이들) ,ENFJ,연예인
박군 ,ENFJ,연예인
박미선 ,ENFJ,연예인
박진영 ,ENFJ,연예인
방찬 ,ENFJ,연예인
배다빈 ,ENFJ,연예인
백구영 ,ENFJ,연예인
백인태 ,ENFJ,연예인
비챤(이세계아이돌) ,ENFJ,연예인
비토 ,ENFJ,연예인
빛(BAE173) ,ENFJ,연예인
세림(CRAVITY) ,ENFJ,연예인
성진 ,ENFJ,연예인
소연 ,ENFJ,연예인
손준형 ,ENFJ,연예인
송민경 ,ENFJ,연예인
송윤형 ,ENFJ,연예인
수민(xikers) ,ENFJ,연예인
수호 ,ENFJ,연예인
승희 ,ENFJ,연예인
에릭 ,ENFJ,연예인
연정훈 ,ENFJ,연예인
오정연 ,ENFJ,연예인
오프라 윈프리 ,ENFJ,연예인
왕심린 ,ENFJ,연예인
우기((여자)아이들) ,ENFJ,연예인
원진아 ,ENFJ,연예인
유라 ,ENFJ,연예인
유주 ,ENFJ,연예인
유회승 ,ENFJ,연예인
윤나무 ,ENFJ,연예인
윤시윤 ,ENFJ,연예인
윤호 ,ENFJ,연예인
은서 ,ENFJ,연예인
이상민 ,ENFJ,연예인
이정재 ,ENFJ,연예인
이진혁 ,ENFJ,연예인
이찬원 ,ENFJ,연예인
이태승 ,ENFJ,연예인
이태환 ,ENFJ,연예인
임라라 ,ENFJ,연예인
임시완 ,ENFJ,연예인
잭슨 ,ENFJ,연예인
정우성 ,ENFJ,연예인
정예인 ,ENFJ,연예인
조권 ,ENFJ,연예인
조수민 ,ENFJ,연예인
조슈아 ,ENFJ,연예인
주연(세러데이) ,ENFJ,연예인
지아(트라이비) ,ENFJ,연예인
차주현 ,ENFJ,연예인
최욱 ,ENFJ,연예인
최예빈 ,ENFJ,연예인
켄타 ,ENFJ,연예인
키무라 케이토 ,ENFJ,연예인
하린(원위) ,ENFJ,연예인
하현우 ,ENFJ,연예인
허민선 ,ENFJ,연예인
현빈(트라이비) ,ENFJ,연예인
효진초이 ,ENFJ,연예인
Colde ,ENFJ,연예인
JUN. K ,ENFJ,연예인
Kei ,ENFJ,연예인
LEW ,ENFJ,연예인
공대생 변승주 ,ENFJ,스트리머
과학쿠키 ,ENFJ,스트리머
김동현 ,ENFJ,스트리머
난쟁이성현 ,ENFJ,스트리머
박석준 ,ENFJ,스트리머
빕어 ,ENFJ,스트리머
사과몽 ,ENFJ,스트리머
소공집사 ,ENFJ,스트리머
쌀이없어요 ,ENFJ,스트리머
오마르의 삶 ,ENFJ,스트리머
우감독 ,ENFJ,스트리머
이사배 ,ENFJ,스트리머
일오팔 ,ENFJ,스트리머
임선양 ,ENFJ,스트리머
정승제 ,ENFJ,스트리머
카이카이 ,ENFJ,스트리머
헌터퐝 ,ENFJ,스트리머
박형준 ,ENFP,정치인
최문순 ,ENFP,정치인
박지현 ,ENFP,정치인
조원진 ,ENFP,정치인
정수빈 ,ENFP,체육인
최원준 ,ENFP,체육인
강균성 ,ENFP,연예인
강민경 ,ENFP,연예인
강유찬 ,ENFP,연예인
공효진 ,ENFP,연예인
구준회 ,ENFP,연예인
권은빈 ,ENFP,연예인
길병민 ,ENFP,연예인
김동윤 ,ENFP,연예인
김동혁 ,ENFP,연예인
김서안 ,ENFP,연예인
김의성 ,ENFP,연예인
김우석 ,ENFP,연예인
김준호 ,ENFP,연예인
나다 ,ENFP,연예인
나띠 ,ENFP,연예인
나윤 ,ENFP,연예인
넉살 ,ENFP,연예인
다니엘 ,ENFP,연예인
도희 ,ENFP,연예인
동헌 ,ENFP,연예인
리키 ,ENFP,연예인
마시호 ,ENFP,연예인
마이클 리 ,ENFP,연예인
미레 ,ENFP,연예인
미르 ,ENFP,연예인
미연 ,ENFP,연예인
박문치 ,ENFP,연예인
박민영 ,ENFP,연예인
박은석 ,ENFP,연예인
박주현 ,ENFP,연예인
박준형 ,ENFP,연예인
박지훈 ,ENFP,연예인
박현수(성악가) ,ENFP,연예인
블루 ,ENFP,연예인
사나 ,ENFP,연예인
샤오쥔 ,ENFP,연예인
서연(첫사랑) ,ENFP,연예인
서지수 ,ENFP,연예인
세구치 레이야 ,ENFP,연예인
소은(트라이비) ,ENFP,연예인
손동표 ,ENFP,연예인
송진우 ,ENFP,연예인
수빈(우주소녀) ,ENFP,연예인
승관 ,ENFP,연예인
신원 ,ENFP,연예인
신승호 ,ENFP,연예인
싸이 ,ENFP,연예인
아유미 ,ENFP,연예인
아이키 ,ENFP,연예인
연호 ,ENFP,연예인
연희(로켓펀치),ENFP,연예인
오오기 히토시 ,ENFP,연예인
오윤아 ,ENFP,연예인
오진석 ,ENFP,연예인
온다 ,ENFP,연예인
올리(2006년생) - 보이즈플래닛 참가자,ENFP,연예인
와이엇 ,ENFP,연예인
원진(CRAVITY) ,ENFP,연예인
유나(첫사랑) ,ENFP,연예인
유연석 ,ENFP,연예인
유채훈 ,ENFP,연예인
윤지성 ,ENFP,연예인
윤찬영 ,ENFP,연예인
이나린 ,ENFP,연예인
이무생 ,ENFP,연예인
이민재 ,ENFP,연예인
이서 ,ENFP,연예인
이수정 ,ENFP,연예인
이승협 ,ENFP,연예인
이은지 ,ENFP,연예인
이장준 ,ENFP,연예인
이해준(1995) ,ENFP,연예인
이현이 ,ENFP,연예인
이효리 ,ENFP,연예인
이휘민 ,ENFP,연예인
임미숙 ,ENFP,연예인
임소영 ,ENFP,연예인
임지연 ,ENFP,연예인
장기용 ,ENFP,연예인
장동우 ,ENFP,연예인
장동윤 ,ENFP,연예인
전소미 ,ENFP,연예인
정민 ,ENFP,연예인
정세운 ,ENFP,연예인
정승환(ATBO) ,ENFP,연예인
정재원(드러머) ,ENFP,연예인
제아 ,ENFP,연예인
제이어스 ,ENFP,연예인
젤로 ,ENFP,연예인
조민규 ,ENFP,연예인
조세호 ,ENFP,연예인
존 레논 ,ENFP,연예인
주헌 ,ENFP,연예인
지유 ,ENFP,연예인
지젤 ,ENFP,연예인
진영 ,ENFP,연예인
찬성 ,ENFP,연예인
찬열 ,ENFP,연예인
초아(크레용팝) ,ENFP,연예인
최도원 ,ENFP,연예인
최리 ,ENFP,연예인
최예나 ,ENFP,연예인
최유진 ,ENFP,연예인
최정훈 ,ENFP,연예인
최현석(TREASURE) ,ENFP,연예인
추자현 ,ENFP,연예인
츄 ,ENFP,연예인
쿤(업텐션) ,ENFP,연예인
카리나 ,ENFP,연예인
켈리 ,ENFP,연예인
타쿠와 ,ENFP,연예인
필독 ,ENFP,연예인
프롬 ,ENFP,연예인
함연지 ,ENFP,연예인
함은정 ,ENFP,연예인
해인 ,ENFP,연예인
해찬 ,ENFP,연예인
혜빈 ,ENFP,연예인
홍성준 ,ENFP,연예인
홍주찬 ,ENFP,연예인
홍현희 ,ENFP,연예인
환희(업텐션) ,ENFP,연예인
휘인 ,ENFP,연예인
GON(VANNER) ,ENFP,연예인
Lil Bemo ,ENFP,연예인
MK(온앤오프) ,ENFP,연예인
SOLE ,ENFP,연예인
WOODZ ,ENFP,연예인
XEN ,ENFP,연예인
가오니의 메뉴판 ,ENFP,스트리머
건곤 ,ENFP,스트리머
고탱 ,ENFP,스트리머
국가비 ,ENFP,스트리머
김무비 ,ENFP,스트리머
김보현 ,ENFP,스트리머
김원식 ,ENFP,스트리머
김재원 ,ENFP,스트리머
김짠부 ,ENFP,스트리머
깅도이 ,ENFP,스트리머
다나짱 ,ENFP,스트리머
다솔찌 ,ENFP,스트리머
다주 ,ENFP,스트리머
달쑤 ,ENFP,스트리머
대도서관 ,ENFP,스트리머
동심파괴(유튜버) ,ENFP,스트리머
K짱 ,ENFP,스트리머
레이디액션 ,ENFP,스트리머
임슬기 ,ENFP,스트리머
리코땅 ,ENFP,스트리머
리타 ,ENFP,스트리머
만득 ,ENFP,스트리머
미동이 ,ENFP,스트리머
민수하 ,ENFP,스트리머
바가민 ,ENFP,스트리머
박인수 ,ENFP,스트리머
박주현 ,ENFP,스트리머
방울이 ,ENFP,스트리머
방예린 ,ENFP,스트리머
보겸 ,ENFP,스트리머
보물창고 ,ENFP,스트리머
브루스리 ,ENFP,스트리머
슬리퍼 ,ENFP,스트리머
슈뻘맨 ,ENFP,스트리머
슈카월드 ,ENFP,스트리머
아오니 AONI ,ENFP,스트리머
아구이뽀 ,ENFP,스트리머
크리스 [구 소련여자]  ,ENFP,스트리머
악어 ,ENFP,스트리머
약장수민 ,ENFP,스트리머
옐로 ,ENFP,스트리머
오킹 ,ENFP,스트리머
오현민 ,ENFP,스트리머
올라루까 ,ENFP,스트리머
우주하마 ,ENFP,스트리머
유대종 ,ENFP,스트리머
유콘 ,ENFP,스트리머
애니악TV ,ENFP,스트리머
이로하 ,ENFP,스트리머
이소영 ,ENFP,스트리머
이재완 ,ENFP,스트리머
이초홍 ,ENFP,스트리머
이호산 ,ENFP,스트리머
재재 ,ENFP,스트리머
저라뎃 ,ENFP,스트리머
조다현 ,ENFP,스트리머
체리툰 ,ENFP,스트리머
추지웅 ,ENFP,스트리머
취한무드등 ,ENFP,스트리머
풍자 ,ENFP,스트리머
한치호 ,ENFP,스트리머
장추자 ,ENFP,스트리머
아이키 ,ENFP,스트리머
한석원 ,ENFP,학원강사
Mare ,ENFP,스트리머
